run,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,delta_cenp,trigger_rate,cond_switching,total_switching,enp_final
7506,2.000244140625,0.6702880859375,2.281494140625,53.3251953125,138.20556640625,0.472412109375,0.29541015625,0.0704345703125,1.0166618867324395e-05,0.0345,0.014492753623188406,0.0005,2.925940067969588
7507,2.000244140625,0.6702880859375,2.281494140625,53.3251953125,138.20556640625,0.716748046875,0.15087890625,0.0704345703125,0.00011211128834998085,0.026,0.15384615384615385,0.004,2.8549934549275036
7508,2.000244140625,0.6702880859375,2.281494140625,53.3251953125,138.20556640625,0.716748046875,0.29541015625,0.059008789062500004,1.1916830420455327e-05,0.0285,0.05263157894736842,0.0015,2.8185607864912017
7509,1.394775390625,2.1688232421875,1.851708984375,191.9287109375,103.35693359375,0.472412109375,0.15087890625,0.059008789062500004,0.037562596936385084,0.3785,0.1928665785997358,0.073,7.407489712848662
7510,0.750244140625,2.0452880859375,0.9314941406250001,148.3251953125,40.70556640625,0.26674804687500003,0.79541015625,0.29543457031250003,0.008180787939066958,0.614,0.026058631921824105,0.016,8.185617052277443
7511,2.644775390625,2.0452880859375,0.9314941406250001,148.3251953125,40.70556640625,0.26674804687500003,0.79541015625,0.29543457031250003,0.0003804482342046889,0.1845,0.008130081300813009,0.0015,8.132659949089549
7512,0.750244140625,0.7938232421875,0.9314941406250001,148.3251953125,40.70556640625,0.26674804687500003,0.79541015625,0.29543457031250003,0.005054039842156244,0.3505,0.042796005706134094,0.015,4.4901844567774845
7513,0.750244140625,2.0452880859375,0.501708984375,148.3251953125,40.70556640625,0.26674804687500003,0.79541015625,0.29543457031250003,0.019305739209816264,0.6065,0.05028854080791426,0.0305,7.809937364302339
7514,0.750244140625,2.0452880859375,0.9314941406250001,96.9287109375,40.70556640625,0.26674804687500003,0.79541015625,0.29543457031250003,0.006368012032405446,0.619,0.02988691437802908,0.0185,7.977089798099858
7515,0.750244140625,2.0452880859375,0.9314941406250001,148.3251953125,5.85693359375,0.26674804687500003,0.79541015625,0.29543457031250003,0.00787289146651493,0.6205,0.0362610797743755,0.0225,7.9087332186567005
7516,0.750244140625,2.0452880859375,0.9314941406250001,148.3251953125,40.70556640625,0.022412109375,0.79541015625,0.29543457031250003,0.010607437386189966,0.536,0.041044776119402986,0.022,7.90076637433831
7517,0.750244140625,2.0452880859375,0.9314941406250001,148.3251953125,40.70556640625,0.26674804687500003,0.65087890625,0.29543457031250003,0.01556832844812206,0.588,0.0391156462585034,0.023,7.998336346040023
7518,0.750244140625,2.0452880859375,0.9314941406250001,148.3251953125,40.70556640625,0.26674804687500003,0.79541015625,0.2840087890625,0.022253269927564157,0.5975,0.059414225941422594,0.0355,7.787403874233428
7519,2.644775390625,0.7938232421875,0.501708984375,96.9287109375,5.85693359375,0.022412109375,0.65087890625,0.2840087890625,0.0,0.0785,0.0,0.0,4.232213066534621
7520,0.672119140625,0.7562255859375,2.534619140625,59.2626953125,168.67431640625,0.463623046875,0.57666015625,0.0563720703125,0.00196708561346437,0.222,0.02927927927927928,0.0065,3.0794719321530746
7521,2.879150390625,0.7562255859375,2.534619140625,59.2626953125,168.67431640625,0.463623046875,0.57666015625,0.0563720703125,0.0,0.0115,0.0,0.0,3.0415984208021
7522,0.672119140625,2.0828857421875,2.534619140625,59.2626953125,168.67431640625,0.463623046875,0.57666015625,0.0563720703125,0.022338497358729392,0.6115,0.050695012264922325,0.031,7.3356538451663535
7523,0.672119140625,0.7562255859375,0.5860839843750001,59.2626953125,168.67431640625,0.463623046875,0.57666015625,0.0563720703125,0.0031620947481332262,0.242,0.03512396694214876,0.0085,3.072375960501535
7524,0.672119140625,0.7562255859375,2.534619140625,43.4912109375,168.67431640625,0.463623046875,0.57666015625,0.0563720703125,0.003801430698335828,0.234,0.03632478632478633,0.0085,3.0668966839179603
7525,0.672119140625,0.7562255859375,2.534619140625,59.2626953125,194.76318359375,0.463623046875,0.57666015625,0.0563720703125,0.0038089292084186877,0.219,0.0410958904109589,0.009,3.00798017139471
7526,0.672119140625,0.7562255859375,2.534619140625,59.2626953125,168.67431640625,0.219287109375,0.57666015625,0.0563720703125,0.0034280800646537823,0.2255,0.04656319290465632,0.0105,3.100405067922124
7527,0.672119140625,0.7562255859375,2.534619140625,59.2626953125,168.67431640625,0.463623046875,0.05712890625,0.0563720703125,0.00019029642664802893,0.355,0.014084507042253521,0.005,3.103310767091872
7528,0.672119140625,0.7562255859375,2.534619140625,59.2626953125,168.67431640625,0.463623046875,0.57666015625,0.2136962890625,0.0019047122298043728,0.4445,0.024746906636670417,0.011,3.815541463489083
7529,2.879150390625,2.0828857421875,0.5860839843750001,43.4912109375,194.76318359375,0.219287109375,0.05712890625,0.2136962890625,0.059335299975165956,0.138,0.5362318840579711,0.074,7.53012048192771
7530,1.922119140625,2.1312255859375,1.184619140625,154.2626953125,71.17431640625,0.013623046875000001,0.07666015625,0.2813720703125,0.10353285019172487,0.222,0.481981981981982,0.107,7.27185465016925
7531,1.629150390625,2.1312255859375,1.184619140625,154.2626953125,71.17431640625,0.013623046875000001,0.07666015625,0.2813720703125,0.08057621836094675,0.1915,0.370757180156658,0.071,7.385906213762897
7532,1.922119140625,0.7078857421875,1.184619140625,154.2626953125,71.17431640625,0.013623046875000001,0.07666015625,0.2813720703125,0.01583191722795818,0.1295,0.528957528957529,0.0685,4.015709455389484
7533,1.922119140625,2.1312255859375,1.9360839843750002,154.2626953125,71.17431640625,0.013623046875000001,0.07666015625,0.2813720703125,0.04829398513289063,0.3925,0.19872611464968154,0.078,7.916089451810806
7534,1.922119140625,2.1312255859375,1.184619140625,138.4912109375,71.17431640625,0.013623046875000001,0.07666015625,0.2813720703125,0.07944840207044934,0.3665,0.1855388813096862,0.068,7.350995324766973
7535,1.922119140625,2.1312255859375,1.184619140625,154.2626953125,97.26318359375,0.013623046875000001,0.07666015625,0.2813720703125,0.0,0.113,0.0,0.0,8.154179220705094
7536,1.922119140625,2.1312255859375,1.184619140625,154.2626953125,71.17431640625,0.669287109375,0.07666015625,0.2813720703125,0.037783203486617456,0.2945,0.2071307300509338,0.061,7.843444840974156
7537,1.922119140625,2.1312255859375,1.184619140625,154.2626953125,71.17431640625,0.013623046875000001,0.55712890625,0.2813720703125,0.004657371130733945,0.314,0.028662420382165606,0.009,7.9688577040924065
7538,1.922119140625,2.1312255859375,1.184619140625,154.2626953125,71.17431640625,0.013623046875000001,0.07666015625,0.4386962890625,0.06062456393250781,0.1425,0.3157894736842105,0.045,7.935027990811239
7539,1.629150390625,0.7078857421875,1.9360839843750002,138.4912109375,97.26318359375,0.669287109375,0.55712890625,0.4386962890625,0.00017964400583825313,0.219,0.01598173515981735,0.0035,4.977080544094445
7540,2.547119140625,1.4437255859375,1.8596191406250002,11.7626953125,22.42431640625,0.238623046875,0.82666015625,0.3938720703125,0.0019654937537290085,0.238,0.023109243697478993,0.0055,7.419911332059581
7541,1.004150390625,1.4437255859375,1.8596191406250002,11.7626953125,22.42431640625,0.238623046875,0.82666015625,0.3938720703125,0.014996768788788972,0.4375,0.06285714285714286,0.0275,6.881625715258973
7542,2.547119140625,1.3953857421875,1.8596191406250002,11.7626953125,22.42431640625,0.238623046875,0.82666015625,0.3938720703125,0.003941902171799128,0.2015,0.03970223325062035,0.008,6.839711364180433
7543,2.547119140625,1.4437255859375,2.611083984375,11.7626953125,22.42431640625,0.238623046875,0.82666015625,0.3938720703125,0.00012369457838790066,0.1435,0.003484320557491289,0.0005,6.947242639396423
7544,2.547119140625,1.4437255859375,1.8596191406250002,185.9912109375,22.42431640625,0.238623046875,0.82666015625,0.3938720703125,2.269785516317846e-05,0.1225,0.004081632653061225,0.0005,7.202742804459939
7545,2.547119140625,1.4437255859375,1.8596191406250002,11.7626953125,146.01318359375,0.238623046875,0.82666015625,0.3938720703125,0.0019343436759013954,0.1845,0.024390243902439025,0.0045,6.763611768684476
7546,2.547119140625,1.4437255859375,1.8596191406250002,11.7626953125,22.42431640625,0.444287109375,0.82666015625,0.3938720703125,0.0002599356904341432,0.0925,0.010810810810810811,0.001,7.077666776370501
7547,2.547119140625,1.4437255859375,1.8596191406250002,11.7626953125,22.42431640625,0.238623046875,0.80712890625,0.3938720703125,0.0004232196822593348,0.0425,0.023529411764705882,0.001,7.054549302481438
7548,2.547119140625,1.4437255859375,1.8596191406250002,11.7626953125,22.42431640625,0.238623046875,0.82666015625,0.1011962890625,7.02130832458403e-05,0.0795,0.006289308176100629,0.0005,5.665176725187941
7549,1.004150390625,1.3953857421875,2.611083984375,185.9912109375,146.01318359375,0.444287109375,0.80712890625,0.1011962890625,0.003017800478441246,0.2485,0.03621730382293763,0.009,5.479677247010151
7550,1.297119140625,2.8187255859375,0.509619140625,106.7626953125,119.92431640625,0.688623046875,0.32666015625,0.1688720703125,0.03067681032371583,0.4965,0.12789526686807653,0.0635,8.488820223765302
7551,2.254150390625,2.8187255859375,0.509619140625,106.7626953125,119.92431640625,0.688623046875,0.32666015625,0.1688720703125,0.006648966194853223,0.328,0.04878048780487805,0.016,8.725013741896642
7552,1.297119140625,2.7703857421875,0.509619140625,106.7626953125,119.92431640625,0.688623046875,0.32666015625,0.1688720703125,0.021332151841128022,0.438,0.1050228310502283,0.046,8.536465647128116
7553,1.297119140625,2.8187255859375,1.2610839843750001,106.7626953125,119.92431640625,0.688623046875,0.32666015625,0.1688720703125,0.018746248347158545,0.5015,0.13559322033898305,0.068,8.603186620324168
7554,1.297119140625,2.8187255859375,0.509619140625,90.9912109375,119.92431640625,0.688623046875,0.32666015625,0.1688720703125,0.021057896655921615,0.535,0.08878504672897196,0.0475,8.57677067430571
7555,1.297119140625,2.8187255859375,0.509619140625,106.7626953125,48.51318359375,0.688623046875,0.32666015625,0.1688720703125,0.044742815517528234,0.4895,0.1338100102145046,0.0655,8.275473977772076
7556,1.297119140625,2.8187255859375,0.509619140625,106.7626953125,119.92431640625,0.894287109375,0.32666015625,0.1688720703125,0.01567516919999057,0.435,0.11609195402298851,0.0505,8.70197056123359
7557,1.297119140625,2.8187255859375,0.509619140625,106.7626953125,119.92431640625,0.688623046875,0.30712890625,0.1688720703125,0.03927286128438445,0.454,0.13325991189427314,0.0605,8.406151621756802
7558,1.297119140625,2.8187255859375,0.509619140625,106.7626953125,119.92431640625,0.688623046875,0.32666015625,0.3261962890625,0.035806360796400094,0.4215,0.1162514827995255,0.049,8.519738103250706
7559,2.254150390625,2.7703857421875,1.2610839843750001,90.9912109375,48.51318359375,0.894287109375,0.30712890625,0.3261962890625,0.0008299250281331716,0.2785,0.07719928186714542,0.0215,8.86080996663905
