config_id,K,c_stratum,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,outcome,statistic,interval,span_iterations,n_seeds,mean_signed_change,mean_abs_change,sd_change,se_change,ci95_lo,ci95_hi,t_stat,p_value,q_value,ci_excludes_zero,significant_bh,mean_signed_change_per_iteration,mean_abs_change_per_iteration
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,endpoint,T50_T100,50,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,endpoint,T50_T100,50,8,-0.0023125,0.0108125,0.0133281,0.0047122,-0.0134551,0.00883007,-0.490748,0.638614,0.984875,False,False,-4.625e-05,0.00021625
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,endpoint,T50_T100,50,8,0.03575,0.065125,0.0772514,0.0273125,-0.0288338,0.100334,1.30892,0.23189,0.761734,False,False,0.000715,0.0013025
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,endpoint,T50_T100,50,8,0.005125,0.0055,0.00771247,0.00272677,-0.00132278,0.0115728,1.87951,0.102239,0.750315,False,False,0.0001025,0.00011
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,endpoint,T50_T100,50,8,0.000625,0.002625,0.0039438,0.00139434,-0.0026721,0.0039221,0.448239,0.667526,0.984875,False,False,1.25e-05,5.25e-05
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,endpoint,T50_T100,50,8,-0.02,0.055875,0.0646308,0.0228504,-0.0740327,0.0340327,-0.875256,0.410459,0.877769,False,False,-0.0004,0.0011175
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,endpoint,T50_T100,50,8,-0.0034375,0.0038125,0.00372671,0.00131759,-0.00655311,-0.00032189,-2.60893,0.034968,0.590754,True,False,-6.875e-05,7.625e-05
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,endpoint,T50_T100,50,8,-0.0023125,0.0078125,0.0110774,0.00391647,-0.0115735,0.00694848,-0.590455,0.573446,0.972433,False,False,-4.625e-05,0.00015625
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,trigger_rate,endpoint,T50_T100,50,8,0.001625,0.01525,0.0189732,0.00670804,-0.014237,0.017487,0.242247,0.815533,1,False,False,3.25e-05,0.000305
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,trigger_rate,endpoint,T50_T100,50,8,0.039125,0.0975,0.121767,0.0430512,-0.062675,0.140925,0.908801,0.393668,0.877769,False,False,0.0007825,0.00195
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,trigger_rate,endpoint,T50_T100,50,8,0.0235,0.0515,0.0623584,0.022047,-0.0286329,0.0756329,1.0659,0.321845,0.877769,False,False,0.00047,0.00103
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,trigger_rate,endpoint,T50_T100,50,8,-0.024375,0.025875,0.0250325,0.00885032,-0.0453027,-0.00344732,-2.75414,0.0283344,0.590754,True,False,-0.0004875,0.0005175
K8-high-r10229,8,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,trigger_rate,endpoint,T50_T100,50,8,0.0036875,0.0180625,0.0218222,0.00771532,-0.0145563,0.0219313,0.477945,0.647254,0.984875,False,False,7.375e-05,0.00036125
K8-low-r00012,8,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,trigger_rate,endpoint,T50_T100,50,8,-0.001875,0.00325,0.00357321,0.00126332,-0.00486228,0.00111228,-1.48418,0.181334,0.761734,False,False,-3.75e-05,6.5e-05
K8-low-r02027,8,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,trigger_rate,endpoint,T50_T100,50,8,-0.0008125,0.0020625,0.00341151,0.00120615,-0.00366459,0.00203959,-0.673631,0.522159,0.939887,False,False,-1.625e-05,4.125e-05
K8-low-r04112,8,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,trigger_rate,endpoint,T50_T100,50,8,-0.0044375,0.0438125,0.0675391,0.0238787,-0.0609016,0.0520266,-0.185835,0.857844,1,False,False,-8.875e-05,0.00087625
K8-low-r06143,8,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,trigger_rate,endpoint,T50_T100,50,8,0.0005,0.000625,0.00162569,0.000574767,-0.000859108,0.00185911,0.869918,0.413179,0.877769,False,False,1e-05,1.25e-05
K8-low-r08201,8,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,trigger_rate,endpoint,T50_T100,50,8,-6.25e-05,6.25e-05,0.000176777,6.25e-05,-0.000210289,8.5289e-05,-1,0.350617,0.877769,False,False,-1.25e-06,1.25e-06
K8-low-r10228,8,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,endpoint,T50_T100,50,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-medium-r00000,8,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,endpoint,T50_T100,50,8,-0.0004375,0.0123125,0.0155137,0.00548491,-0.0134073,0.0125323,-0.0797643,0.938657,1,False,False,-8.75e-06,0.00024625
K8-medium-r02040,8,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,endpoint,T50_T100,50,8,0.0376875,0.0734375,0.0862123,0.0304807,-0.0343878,0.109763,1.23644,0.256169,0.768506,False,False,0.00075375,0.00146875
K8-medium-r04088,8,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,endpoint,T50_T100,50,8,-0.0009375,0.0014375,0.00198993,0.000703547,-0.00260112,0.000726123,-1.33253,0.224424,0.761734,False,False,-1.875e-05,2.875e-05
K8-medium-r06128,8,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,endpoint,T50_T100,50,8,0.0024375,0.0038125,0.00398602,0.00140927,-0.0008949,0.0057699,1.72962,0.127321,0.761734,False,False,4.875e-05,7.625e-05
K8-medium-r08179,8,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,endpoint,T50_T100,50,8,-0.006,0.026,0.0359553,0.0127121,-0.0360594,0.0240594,-0.47199,0.651293,0.984875,False,False,-0.00012,0.00052
K8-medium-r10239,8,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,endpoint,T50_T100,50,8,1.73472e-18,0.002,0.00253546,0.000896421,-0.0021197,0.0021197,1.93517e-15,1,1,False,False,3.46945e-20,4e-05
K9-high-r00002,9,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,endpoint,T50_T100,50,8,-0.000875,0.00525,0.00697316,0.00246539,-0.00670471,0.00495471,-0.354914,0.733106,1,False,False,-1.75e-05,0.000105
K9-high-r02072,9,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,trigger_rate,endpoint,T50_T100,50,8,0.0014375,0.0258125,0.0340603,0.0120421,-0.0270376,0.0299126,0.119373,0.908334,1,False,False,2.875e-05,0.00051625
K9-high-r04090,9,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,trigger_rate,endpoint,T50_T100,50,8,0.012,0.079375,0.100412,0.0355009,-0.0719462,0.0959462,0.33802,0.745259,1,False,False,0.00024,0.0015875
K9-high-r06159,9,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,trigger_rate,endpoint,T50_T100,50,8,-0.0076875,0.0346875,0.0496818,0.0175652,-0.0492225,0.0338475,-0.437656,0.674822,0.984875,False,False,-0.00015375,0.00069375
K9-high-r08178,9,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,trigger_rate,endpoint,T50_T100,50,8,0.0153125,0.0264375,0.0321736,0.0113751,-0.0115853,0.0422103,1.34615,0.220217,0.761734,False,False,0.00030625,0.00052875
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,trigger_rate,endpoint,T50_T100,50,8,-0.0141875,0.0230625,0.0248408,0.00878256,-0.034955,0.00657996,-1.61542,0.150254,0.761734,False,False,-0.00028375,0.00046125
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,trigger_rate,endpoint,T50_T100,50,8,0.000375,0.001125,0.00140789,0.000497763,-0.000802022,0.00155202,0.753371,0.475797,0.907303,False,False,7.5e-06,2.25e-05
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,trigger_rate,endpoint,T50_T100,50,8,0.000875,0.001625,0.00168502,0.000595744,-0.00053371,0.00228371,1.46875,0.185351,0.761734,False,False,1.75e-05,3.25e-05
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,trigger_rate,endpoint,T50_T100,50,8,0.0021875,0.0254375,0.0429925,0.0152001,-0.0337551,0.0381301,0.143913,0.889625,1,False,False,4.375e-05,0.00050875
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,trigger_rate,endpoint,T50_T100,50,8,0.0091875,0.0091875,0.0202289,0.00715201,-0.00772431,0.0260993,1.2846,0.239805,0.761734,False,False,0.00018375,0.00018375
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,trigger_rate,endpoint,T50_T100,50,8,0.0119375,0.0121875,0.012108,0.00428081,0.00181499,0.02206,2.78861,0.0269623,0.590754,True,False,0.00023875,0.00024375
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,endpoint,T50_T100,50,8,0.0001875,0.0024375,0.00293911,0.00103913,-0.00226966,0.00264466,0.180439,0.861921,1,False,False,3.75e-06,4.875e-05
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,endpoint,T50_T100,50,8,-0.006375,0.006625,0.00782738,0.0027674,-0.0129189,0.000168852,-2.30361,0.0546994,0.590754,False,False,-0.0001275,0.0001325
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,endpoint,T50_T100,50,8,0.03275,0.076875,0.0967142,0.0341936,-0.0481051,0.113605,0.95778,0.370076,0.877769,False,False,0.000655,0.0015375
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,endpoint,T50_T100,50,8,-0.001125,0.00425,0.00542975,0.00191971,-0.00566438,0.00341438,-0.586027,0.576257,0.972433,False,False,-2.25e-05,8.5e-05
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,endpoint,T50_T100,50,8,-0.0024375,0.0026875,0.00352985,0.00124799,-0.00538853,0.000513526,-1.95314,0.091742,0.750315,False,False,-4.875e-05,5.375e-05
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,endpoint,T50_T100,50,8,0.01375,0.031375,0.0381959,0.0135043,-0.0181826,0.0456826,1.01819,0.342479,0.877769,False,False,0.000275,0.0006275
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,endpoint,T50_T100,50,8,0.0021875,0.0031875,0.00398154,0.00140769,-0.00114115,0.00551615,1.55397,0.164139,0.761734,False,False,4.375e-05,6.375e-05
K6-high-r00002,6,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,0.0004375,0.0010875,0.00142045,0.000502205,-0.000750026,0.00162503,0.871158,0.412546,0.811463,False,False,5.83333e-06,1.45e-05
K6-high-r02072,6,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,trigger_rate,tail,T25_T100,75,8,0.00388125,0.00973125,0.0111507,0.00394237,-0.00544098,0.0132035,0.984496,0.357669,0.811463,False,False,5.175e-05,0.00012975
K6-high-r04090,6,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,trigger_rate,tail,T25_T100,75,8,0.0410125,0.0451,0.0416435,0.0147232,0.00619766,0.0758273,2.78557,0.0270804,0.811463,True,False,0.000546833,0.000601333
K6-high-r06159,6,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,trigger_rate,tail,T25_T100,75,8,0.00264375,0.00968125,0.0121084,0.00428096,-0.00747912,0.0127666,0.61756,0.556414,0.828779,False,False,3.525e-05,0.000129083
K6-high-r08178,6,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,trigger_rate,tail,T25_T100,75,8,0.00309375,0.00815625,0.0100746,0.00356192,-0.00532885,0.0115164,0.868563,0.413871,0.811463,False,False,4.125e-05,0.00010875
K6-high-r10229,6,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,trigger_rate,tail,T25_T100,75,8,0.0014,0.0111625,0.0144027,0.00509211,-0.0106409,0.0134409,0.274935,0.791304,0.985643,False,False,1.86667e-05,0.000148833
K6-low-r00012,6,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,trigger_rate,tail,T25_T100,75,8,0.00044375,0.00089375,0.000910431,0.000321886,-0.000317389,0.00120489,1.37859,0.210464,0.811463,False,False,5.91667e-06,1.19167e-05
K6-low-r02027,6,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,trigger_rate,tail,T25_T100,75,8,4.375e-05,0.00103125,0.00162886,0.000575887,-0.00131801,0.00140551,0.0759697,0.941569,0.994631,False,False,5.83333e-07,1.375e-05
K6-low-r04112,6,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,trigger_rate,tail,T25_T100,75,8,-0.00066875,0.00801875,0.0108241,0.00382691,-0.00971796,0.00838046,-0.174749,0.866224,0.994631,False,False,-8.91667e-06,0.000106917
K6-low-r06143,6,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,trigger_rate,tail,T25_T100,75,8,-0.0019375,0.0036375,0.00589672,0.0020848,-0.00686728,0.00299228,-0.929344,0.38364,0.811463,False,False,-2.58333e-05,4.85e-05
K6-low-r08201,6,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,trigger_rate,tail,T25_T100,75,8,1.875e-05,0.00048125,0.000966931,0.000341862,-0.000789624,0.000827124,0.0548467,0.957793,0.994631,False,False,2.5e-07,6.41667e-06
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,tail,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,0.0002875,0.002525,0.0036846,0.0013027,-0.0027929,0.0033679,0.220695,0.831629,0.985643,False,False,3.83333e-06,3.36667e-05
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,tail,T25_T100,75,8,-0.00706875,0.0192188,0.0226022,0.00799108,-0.0259646,0.0118271,-0.88458,0.40574,0.811463,False,False,-9.425e-05,0.00025625
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,tail,T25_T100,75,8,0.0012875,0.0014375,0.00147594,0.000521823,5.3585e-05,0.00252142,2.46731,0.043002,0.811463,True,False,1.71667e-05,1.91667e-05
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,tail,T25_T100,75,8,0.000525,0.0015,0.00214093,0.000756932,-0.00126486,0.00231486,0.693589,0.510292,0.811463,False,False,7e-06,2e-05
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,tail,T25_T100,75,8,-0.0083125,0.01835,0.0263812,0.00932717,-0.0303677,0.0137427,-0.891214,0.402407,0.811463,False,False,-0.000110833,0.000244667
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,tail,T25_T100,75,8,-0.00030625,0.00086875,0.00102624,0.000362831,-0.00116421,0.000551709,-0.844057,0.426538,0.811463,False,False,-4.08333e-06,1.15833e-05
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,-0.0024625,0.0030625,0.00293547,0.00103784,-0.00491661,-8.38849e-06,-2.37271,0.0494091,0.811463,True,False,-3.28333e-05,4.08333e-05
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,trigger_rate,tail,T25_T100,75,8,-0.0002375,0.008275,0.0115229,0.00407397,-0.0098709,0.0093959,-0.058297,0.955141,0.994631,False,False,-3.16667e-06,0.000110333
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,trigger_rate,tail,T25_T100,75,8,0.0107312,0.0518562,0.0588353,0.0208014,-0.0384563,0.0599188,0.51589,0.621821,0.85121,False,False,0.000143083,0.000691417
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,trigger_rate,tail,T25_T100,75,8,-0.000725,0.0221375,0.027344,0.00966757,-0.0235852,0.0221352,-0.074993,0.942318,0.994631,False,False,-9.66667e-06,0.000295167
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,trigger_rate,tail,T25_T100,75,8,-0.0030625,0.0072375,0.00941722,0.00332949,-0.0109355,0.0048105,-0.91981,0.38827,0.811463,False,False,-4.08333e-05,9.65e-05
K8-high-r10229,8,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,trigger_rate,tail,T25_T100,75,8,-0.001225,0.0046375,0.00573741,0.00202848,-0.00602159,0.00357159,-0.6039,0.564959,0.828779,False,False,-1.63333e-05,6.18333e-05
K8-low-r00012,8,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,trigger_rate,tail,T25_T100,75,8,-0.000325,0.000875,0.0011726,0.000414578,-0.00130532,0.000655321,-0.783929,0.458782,0.811463,False,False,-4.33333e-06,1.16667e-05
K8-low-r02027,8,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,trigger_rate,tail,T25_T100,75,8,-0.0001,0.0004375,0.00056252,0.000198881,-0.000570278,0.000370278,-0.502814,0.630526,0.85121,False,False,-1.33333e-06,5.83333e-06
K8-low-r04112,8,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,trigger_rate,tail,T25_T100,75,8,0.0021875,0.01495,0.0245382,0.00867557,-0.018327,0.022702,0.252145,0.808172,0.985643,False,False,2.91667e-05,0.000199333
K8-low-r06143,8,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,trigger_rate,tail,T25_T100,75,8,-0.00140625,0.00183125,0.00206388,0.000729692,-0.0031317,0.000319196,-1.92718,0.0953166,0.811463,False,False,-1.875e-05,2.44167e-05
K8-low-r08201,8,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,trigger_rate,tail,T25_T100,75,8,0.00049375,0.00050625,0.000914736,0.000323408,-0.000270988,0.00125849,1.52671,0.170669,0.811463,False,False,6.58333e-06,6.75e-06
K8-low-r10228,8,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,tail,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-medium-r00000,8,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,0.00141875,0.00251875,0.00370376,0.00130948,-0.00167767,0.00451517,1.08345,0.314511,0.811463,False,False,1.89167e-05,3.35833e-05
K8-medium-r02040,8,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,tail,T25_T100,75,8,-0.00215,0.02575,0.0289527,0.0102363,-0.0263551,0.0220551,-0.210036,0.839622,0.985643,False,False,-2.86667e-05,0.000343333
K8-medium-r04088,8,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,tail,T25_T100,75,8,-0.00015625,0.00036875,0.000473918,0.000167555,-0.000552455,0.000239955,-0.932528,0.382103,0.811463,False,False,-2.08333e-06,4.91667e-06
K8-medium-r06128,8,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,tail,T25_T100,75,8,0.00050625,0.00079375,0.00094621,0.000334536,-0.000284801,0.0012973,1.51329,0.173971,0.811463,False,False,6.75e-06,1.05833e-05
K8-medium-r08179,8,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,tail,T25_T100,75,8,0.00126875,0.00986875,0.0162838,0.00575718,-0.0123448,0.0148823,0.220377,0.831867,0.985643,False,False,1.69167e-05,0.000131583
K8-medium-r10239,8,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,tail,T25_T100,75,8,-0.000275,0.0007,0.000926591,0.000327599,-0.00104965,0.00049965,-0.83944,0.428956,0.811463,False,False,-3.66667e-06,9.33333e-06
K9-high-r00002,9,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,-0.00239375,0.00345625,0.00342172,0.00120976,-0.00525438,0.00046688,-1.9787,0.0883513,0.811463,False,False,-3.19167e-05,4.60833e-05
K9-high-r02072,9,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,trigger_rate,tail,T25_T100,75,8,0.0053125,0.0092875,0.0103028,0.00364258,-0.00330083,0.0139258,1.45845,0.188079,0.811463,False,False,7.08333e-05,0.000123833
K9-high-r04090,9,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,trigger_rate,tail,T25_T100,75,8,-0.0252438,0.0409063,0.047893,0.0169327,-0.0652833,0.0147958,-1.49082,0.179629,0.811463,False,False,-0.000336583,0.000545417
K9-high-r06159,9,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,trigger_rate,tail,T25_T100,75,8,0.00963125,0.0209812,0.0244729,0.00865247,-0.0108286,0.0300911,1.11312,0.302415,0.811463,False,False,0.000128417,0.00027975
K9-high-r08178,9,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,trigger_rate,tail,T25_T100,75,8,0.00300625,0.00810625,0.0116956,0.00413501,-0.0067715,0.012784,0.727023,0.490805,0.811463,False,False,4.00833e-05,0.000108083
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,trigger_rate,tail,T25_T100,75,8,-0.00215,0.00965,0.0134574,0.00475792,-0.0134007,0.00910068,-0.451878,0.665026,0.875887,False,False,-2.86667e-05,0.000128667
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,trigger_rate,tail,T25_T100,75,8,-0.0001125,0.000325,0.000420671,0.00014873,-0.00046419,0.00023919,-0.756406,0.474089,0.811463,False,False,-1.5e-06,4.33333e-06
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,trigger_rate,tail,T25_T100,75,8,0.00044375,0.00079375,0.00103041,0.000364304,-0.000417693,0.00130519,1.21808,0.262654,0.811463,False,False,5.91667e-06,1.05833e-05
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,trigger_rate,tail,T25_T100,75,8,-0.00259375,0.00815625,0.012756,0.00450992,-0.013258,0.00807053,-0.575121,0.583215,0.828779,False,False,-3.45833e-05,0.00010875
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,trigger_rate,tail,T25_T100,75,8,0.001275,0.0023125,0.00321014,0.00113496,-0.00140874,0.00395874,1.12339,0.298317,0.811463,False,False,1.7e-05,3.08333e-05
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,trigger_rate,tail,T25_T100,75,8,0.00185,0.00315,0.00365386,0.00129184,-0.00120471,0.00490471,1.43207,0.195225,0.811463,False,False,2.46667e-05,4.2e-05
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,trigger_rate,tail,T25_T100,75,8,-0.00021875,0.00060625,0.000837913,0.000296247,-0.000919263,0.000481763,-0.738404,0.484284,0.811463,False,False,-2.91667e-06,8.08333e-06
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,trigger_rate,tail,T25_T100,75,8,-0.0018875,0.0053625,0.00700289,0.0024759,-0.00774207,0.00396707,-0.76235,0.470754,0.811463,False,False,-2.51667e-05,7.15e-05
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,trigger_rate,tail,T25_T100,75,8,0.0109187,0.0340188,0.0374652,0.0132459,-0.0204029,0.0422404,0.824309,0.436946,0.811463,False,False,0.000145583,0.000453583
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,trigger_rate,tail,T25_T100,75,8,0.00058125,0.00078125,0.000844705,0.000298648,-0.000124941,0.00128744,1.94627,0.0926755,0.811463,False,False,7.75e-06,1.04167e-05
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,trigger_rate,tail,T25_T100,75,8,-3.75e-05,0.000875,0.00106058,0.00037497,-0.000924164,0.000849164,-0.100008,0.923142,0.994631,False,False,-5e-07,1.16667e-05
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,trigger_rate,tail,T25_T100,75,8,-0.00271875,0.00858125,0.011104,0.00392585,-0.0120019,0.00656442,-0.692525,0.510921,0.811463,False,False,-3.625e-05,0.000114417
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,trigger_rate,tail,T25_T100,75,8,-0.00016875,0.00056875,0.000798184,0.000282201,-0.000836049,0.000498549,-0.597979,0.568688,0.828779,False,False,-2.25e-06,7.58333e-06
